,Canción,Artista,Lanzamiento,Género,Emoción inicial,Conocimiento,Familia,Emoción primaria,Emoción secundaria,Emoción Terciaria,Agrado,Escuela,Academia,Sexo,Edad,Español,Inglés,Francés,Catalán
631,Shake It Out,Florence and the Machine,2011,Alternative,Sorpresa,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,Tenso,Melancólico,83,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
632,Shake It Out,Florence and the Machine,2011,Alternative,Serenidad,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Nervioso,Triste,58,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
633,Shake It Out,Florence and the Machine,2011,Alternative,Pena,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Agitado,Lacrimoso,Melancólico,85,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
634,Shake It Out,Florence and the Machine,2011,Alternative,Confianza,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,,,29,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
635,Shake It Out,Florence and the Machine,2011,Alternative,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Fascinante,Conmovedor,79,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
636,Shake It Out,Florence and the Machine,2011,Alternative,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),De ensueño,Enérgico,Abrumador,95,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
637,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Tedio,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Intenso,85,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
638,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Confianza,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Fascinante,Asombroso,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
639,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Intenso,36,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
640,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Trascendente,,,90,Escuela privada,No aplica,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
641,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Enérgico,Triunfante,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
642,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Distracción,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,Animado,Enérgico,75,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
643,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Melancolía,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Calmado,Agradable,De ensueño,77,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
644,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Triunfante,57,Escuela privada,No aplica,Masculino,18-20,Avanzado,Avanzado,Básico,Nulo
645,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Ira,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Enérgico,Intenso,83,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Básico,Nulo,Nulo
646,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Alegría,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Agitado,Nervioso,Tenso,5,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Intermedio,Básico,Nulo,Nulo
647,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,,,60,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
648,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Interés,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,60,Escuela privada,Ciencias naturales y aplicadas,Masculino,>33,Avanzado,Avanzado,Básico,Nulo
649,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Optimismo,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,,66,Escuela privada,Humanidades,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
650,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Optimismo,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,,66,Escuela privada,Humanidades,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
651,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Interés,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,65,N/R,N/R,Masculino,N/R,N/R,N/R,N/R,N/R
652,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,85,Escuela privada,Negocios,Femenino,18-20,Avanzado,Avanzado,Nulo,Nulo
653,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,85,Escuela privada,Negocios,Femenino,18-20,Avanzado,Avanzado,Nulo,Nulo
654,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Cautivador,Aliviador,88,N/R,N/R,Masculino,N/R,N/R,N/R,N/R,N/R
655,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,,50,Escuela privada,Negocios,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
656,Strongest (Alan Walker Remix),Ina Wroldsen,2018,Pop,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,,50,Escuela privada,Negocios,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
657,Sunday Bloody Sunday,U2,1983,Post-Punk,Aprobación,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Resiliente,Alegría,91,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
658,Sunday Bloody Sunday,U2,1983,Post-Punk,Éxtasis,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Asombroso,Afectuoso,De ensueño,41,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
659,Sunday Bloody Sunday,U2,1983,Post-Punk,Distracción,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Agitado,,11,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
660,Sunday Bloody Sunday,U2,1983,Post-Punk,Interés,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Asombroso,Fascinante,Abrumador,50,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
661,Sunday Bloody Sunday,U2,1983,Post-Punk,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Agradable,Sereno,71,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
662,Sunday Bloody Sunday,U2,1983,Post-Punk,Melancolía,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Abrumador,Sereno,Aliviador,80,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
663,Sunday Bloody Sunday,U2,1983,Post-Punk,Melancolía,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Abrumador,Sereno,Aliviador,80,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
664,Sunday Bloody Sunday,U2,1983,Post-Punk,Serenidad,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Agitado,Triste,31,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
665,Sunday Bloody Sunday,U2,1983,Post-Punk,Alegría,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Lacrimoso,Nervioso,67,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
666,Sunday Bloody Sunday,U2,1983,Post-Punk,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Intenso,Enérgico,,81,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Básico,Nulo
667,Sunday Bloody Sunday,U2,1983,Post-Punk,Sorpresa,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Agradable,Fascinante,89,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
668,Sunday Bloody Sunday,U2,1983,Post-Punk,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Asombroso,Fascinante,Cautivador,100,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
669,Sunday Bloody Sunday,U2,1983,Post-Punk,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Asombroso,Conmovedor,67,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
670,Sunday Bloody Sunday,U2,1983,Post-Punk,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Asombroso,,,89,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
671,Sunday Bloody Sunday,U2,1983,Post-Punk,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Enérgico,Alegría,81,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
672,Sunday Bloody Sunday,U2,1983,Post-Punk,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Fascinante,Cautivador,95,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
673,Sunday Bloody Sunday,U2,1983,Post-Punk,Serenidad,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Intenso,74,N/R,N/R,Masculino,N/R,N/R,N/R,N/R,N/R
674,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Anticipación,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Enérgico,Alegría,76,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
675,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Optimismo,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Alegría,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
676,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Tedio,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Aliviador,Fascinante,93,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
677,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Confianza,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Resiliente,Alegría,65,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
678,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Serenidad,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,Animado,Enérgico,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
679,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),De ensueño,,,100,Escuela privada,No aplica,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
680,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Calmado,Nostálgico,83,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
681,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Tedio,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Sereno,Afectuoso,70,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
682,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Enfado,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,Alegría,Enérgico,60,N/R,N/R,Masculino,N/R,N/R,N/R,N/R,N/R
683,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Melancolía,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Sereno,Agradable,49,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
684,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Aliviador,,63,Escuela privada,No aplica,Masculino,18-20,Avanzado,Avanzado,Básico,Nulo
685,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Ira,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Calmado,Agradable,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Básico,Nulo,Nulo
686,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Fascinante,Sereno,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Intermedio,Básico,Nulo,Nulo
687,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Anticipación,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,,,75,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
688,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Distracción,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,Resiliente,Animado,90,Escuela privada,No aplica,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
689,Sweat (A La La La La Long),Inner Circle,1992,Reggae Fusion,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Intenso,Enérgico,Alegría,95,Escuela privada,Ciencias naturales y aplicadas,Masculino,>33,Avanzado,Avanzado,Básico,Nulo
690,Tears and Rain,James Blunt,2004,R&B,Anticipación,TRUE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Triste,Melancólico,75,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
691,Tears and Rain,James Blunt,2004,R&B,Optimismo,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Enternecedor,Nostálgico,91,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
692,Tears and Rain,James Blunt,2004,R&B,Susto,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Cautivador,Fascinante,88,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
693,Tears and Rain,James Blunt,2004,R&B,Tedio,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,Melancólico,Melancólico,14,Escuela privada,Ciencias naturales y aplicadas,Femenino,18-20,Avanzado,Intermedio,Nulo,Nulo
694,Tears and Rain,James Blunt,2004,R&B,Distracción,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Sentimental,Sereno,84,Escuela privada,Ciencias naturales y aplicadas,Femenino,18-20,Avanzado,Básico,Intermedio,Nulo
695,Tears and Rain,James Blunt,2004,R&B,Serenidad,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Triste,Nervioso,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Intermedio,Nulo
696,Tears and Rain,James Blunt,2004,R&B,Anticipación,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Lacrimoso,Triste,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Intermedio,Intermedio,Nulo,Nulo
697,Tears and Rain,James Blunt,2004,R&B,Serenidad,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,Melancólico,Tenso,8,Escuela privada,Ciencias naturales y aplicadas,Femenino,18-20,Avanzado,Avanzado,Intermedio,Nulo
698,Tears and Rain,James Blunt,2004,R&B,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,,,70,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
699,The Passenger,Iggy Pop,1977,Garage Pop,Optimismo,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),De ensueño,Enérgico,,93,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
700,The Passenger,Iggy Pop,1977,Garage Pop,Aprobación,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Resiliente,Alegría,67,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
701,The Passenger,Iggy Pop,1977,Garage Pop,Distracción,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,,,11,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
702,The Passenger,Iggy Pop,1977,Garage Pop,Interés,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,Animado,87,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
703,The Passenger,Iggy Pop,1977,Garage Pop,Serenidad,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Alegría,74,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
704,The Passenger,Iggy Pop,1977,Garage Pop,Melancolía,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Abrumador,Aliviador,Asombroso,64,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
705,The Passenger,Iggy Pop,1977,Garage Pop,Melancolía,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Abrumador,Aliviador,Asombroso,64,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
706,The Passenger,Iggy Pop,1977,Garage Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Intenso,Enérgico,62,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
707,The Passenger,Iggy Pop,1977,Garage Pop,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,Animado,Alegría,67,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
708,The Passenger,Iggy Pop,1977,Garage Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,,83,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Básico,Nulo
709,The Passenger,Iggy Pop,1977,Garage Pop,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Cautivador,Asombroso,56,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
710,The Passenger,Iggy Pop,1977,Garage Pop,Asombro,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Agradable,Trascendente,88,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
711,The Passenger,Iggy Pop,1977,Garage Pop,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,,,84,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
712,The Passenger,Iggy Pop,1977,Garage Pop,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,Animado,82,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
713,The Passenger,Iggy Pop,1977,Garage Pop,Distracción,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Intenso,Enérgico,Alegría,100,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
714,This Charming Man,The Smiths,1984,Jangle Pop,Aprobación,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,Animado,56,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
715,This Charming Man,The Smiths,1984,Jangle Pop,Éxtasis,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Cautivador,Agradable,0,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
716,This Charming Man,The Smiths,1984,Jangle Pop,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Afectuoso,Agradable,65,Escuela pública,Humanidades,Masculino,21-23,Avanzado,Intermedio,Básico,Nulo
717,This Charming Man,The Smiths,1984,Jangle Pop,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Afectuoso,Agradable,65,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
718,This Charming Man,The Smiths,1984,Jangle Pop,Distracción,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Enérgico,,18,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
719,This Charming Man,The Smiths,1984,Jangle Pop,Interés,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Asombroso,Sereno,Sentimental,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
720,This Charming Man,The Smiths,1984,Jangle Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,Resiliente,,71,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
721,This Charming Man,The Smiths,1984,Jangle Pop,Melancolía,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Agitado,Lacrimoso,Tenso,73,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
722,This Charming Man,The Smiths,1984,Jangle Pop,Melancolía,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Agitado,Lacrimoso,Tenso,73,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
723,This Charming Man,The Smiths,1984,Jangle Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Sentimental,Calmado,77,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
724,This Charming Man,The Smiths,1984,Jangle Pop,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,Afectuoso,Fascinante,87,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
725,This Charming Man,The Smiths,1984,Jangle Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,,92,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Básico,Nulo
726,This Charming Man,The Smiths,1984,Jangle Pop,Sorpresa,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Nervioso,Triste,Agitado,83,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
727,This Charming Man,The Smiths,1984,Jangle Pop,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Cautivador,Asombroso,100,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
728,This Charming Man,The Smiths,1984,Jangle Pop,Interés,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Afectuoso,Agradable,62,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
729,This Charming Man,The Smiths,1984,Jangle Pop,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,,,78,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
730,This Charming Man,The Smiths,1984,Jangle Pop,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Nostálgico,Cautivador,91,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
731,This Charming Man,The Smiths,1984,Jangle Pop,Distracción,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Intenso,Enérgico,Animado,75,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
732,Titubeas,Pauline en la Playa,2009,Alternative,Anticipación,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,De ensueño,Afectuoso,89,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
733,Titubeas,Pauline en la Playa,2009,Alternative,Aprobación,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,Alegría,Triunfante,95,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
